62,140,6,6
62,140,3,9
62,140,3,12
62,140,5,17
62,140,6,23
62,140,3,26
62,140,4,30
62,140,5,35
62,140,2,37
62,140,3,40
62,140,6,46
62,140,2,48
62,140,9,57
62,140,3,60
62,140,4,64
62,140,3,67
62,140,3,70
62,140,3,73
62,140,3,76
62,140,4,80
62,140,4,84
62,140,2,86
62,140,4,90
62,140,4,94
62,140,3,97
62,140,4,101
62,140,5,106
62,140,2,108
62,140,5,113
62,140,2,115
62,140,4,119
62,140,19,138
62,140,5,143
62,140,4,147
62,140,3,150
62,140,5,155
62,140,3,158
62,140,2,160
62,140,3,163
62,140,5,168
62,140,2,170
62,140,4,174
62,140,2,176
62,140,3,179
62,140,4,183
62,140,3,186
62,140,3,189
62,140,4,193
62,140,2,195
62,140,4,199
62,140,4,203
62,140,4,207
62,140,3,210
62,140,5,215
62,140,2,217
62,140,5,222
62,140,2,224
62,140,3,227
62,140,5,232
62,140,4,236
62,140,2,238
62,140,4,242
62,140,4,246
62,140,6,252
62,140,3,255
62,140,3,258
62,140,5,263
62,140,4,267
62,140,3,270
62,140,3,273
62,140,2,275
62,140,5,280
62,140,3,283
62,140,3,286
62,140,4,290
62,140,3,293
62,140,4,297
62,140,5,302
62,140,2,304
62,140,4,308
62,140,3,311
62,140,3,314
62,140,3,317
62,140,4,321
62,140,3,324
62,140,5,329
62,140,5,334
62,140,2,336
62,140,4,340
62,140,4,344
62,140,2,346
62,140,3,349
62,140,5,354
62,140,5,359
62,140,3,362
62,140,4,366
62,140,4,370
62,140,2,372
62,140,4,376
62,140,4,380
62,140,3,383
62,140,3,386
62,140,5,391
62,140,2,393
62,140,5,398
62,140,4,402
62,140,3,405
62,140,4,409
62,140,2,411
62,140,4,415
62,140,3,418
62,140,4,422
62,140,3,425
62,140,4,429
62,140,2,431
62,140,4,435
62,140,11,446
62,140,13,459
62,140,3,462
62,140,3,465
62,140,4,469
62,140,4,473
62,140,2,475
62,140,4,479
62,140,2,481
62,140,3,484
62,140,3,487
62,140,5,492
62,140,3,495
62,140,4,499
62,140,3,502
62,140,5,507
62,140,2,509
62,140,3,512
62,140,3,515
62,140,3,518
62,140,3,521
62,140,4,525
62,140,3,528
62,140,3,531
62,140,5,536
62,140,3,539
62,140,3,542
62,140,4,546
62,140,2,548
62,140,4,552
62,140,4,556
62,140,3,559
62,140,3,562
62,140,3,565
62,140,4,569
62,140,2,571
62,140,4,575
62,140,3,578
62,140,4,582
62,140,3,585
62,140,4,589
62,140,3,592
62,140,4,596
62,140,2,598
62,140,4,602
62,140,4,606
62,140,3,609
62,140,3,612
62,140,4,616
62,140,2,618
62,140,4,622
62,140,3,625
62,140,3,628
62,140,3,631
62,140,5,636
62,140,2,638
62,140,3,641
62,140,4,645
62,140,3,648
62,140,3,651
62,140,8,659
62,140,3,662
62,140,3,665
62,140,4,669
62,140,2,671
62,140,4,675
62,140,2,677
62,140,3,680
62,140,3,683
62,140,4,687
62,140,4,691
62,140,3,694
62,140,3,697
62,140,5,702
62,140,3,705
62,140,3,708
62,140,3,711
62,140,4,715
62,140,3,718
62,140,3,721
62,140,5,726
62,140,2,728
62,140,3,731
62,140,5,736
62,140,3,739
62,140,5,744
62,140,4,748
62,140,3,751
62,140,4,755
62,140,2,757
62,140,4,761
62,140,3,764
62,140,4,768
62,140,2,770
62,140,4,774
62,140,3,777
62,140,3,780
62,140,4,784
62,140,4,788
62,140,3,791
62,140,4,795
62,140,2,797
62,140,4,801
62,140,5,806
62,140,3,809
62,140,5,814
62,140,3,817
62,140,2,819
62,140,4,823
62,140,3,826
62,140,4,830
62,140,4,834
62,140,3,837
62,140,3,840
62,140,7,847
62,140,7,854
62,140,3,857
62,140,2,859
62,140,4,863
62,140,3,866
62,140,4,870
62,140,3,873
62,140,3,876
62,140,3,879
62,140,4,883
62,140,2,885
62,140,3,888
62,140,3,891
62,140,4,895
62,140,2,897
62,140,4,901
62,140,3,904
62,140,4,908
62,140,3,911
62,140,5,916
62,140,2,918
62,140,9,927
62,140,4,931
62,140,2,933
62,140,4,937
62,140,3,940
62,140,4,944
62,140,4,948
62,140,6,954
62,140,3,957
62,140,4,961
62,140,4,965
62,140,2,967
62,140,4,971
62,140,2,973
62,140,4,977
62,140,4,981
62,140,3,984
62,140,3,987
62,140,4,991
62,140,2,993
62,140,3,996
62,140,3,999
62,140,4,1003
62,140,3,1006
62,140,4,1010
62,140,3,1013
62,140,4,1017
62,140,3,1020
62,140,3,1023
62,140,3,1026
62,140,4,1030
62,140,3,1033
62,140,4,1037
62,140,4,1041
62,140,5,1046
62,140,4,1050
62,140,5,1055
62,140,4,1059
62,140,3,1062
62,140,4,1066
62,140,3,1069
62,140,4,1073
62,140,4,1077
62,140,5,1082
62,140,2,1084
62,140,4,1088
62,140,3,1091
62,140,3,1094
62,140,2,1096
62,140,5,1101
62,140,2,1103
62,140,5,1108
62,140,4,1112
62,140,3,1115
62,140,4,1119
62,140,2,1121
62,140,3,1124
62,140,4,1128
62,140,4,1132
62,140,3,1135
62,140,4,1139
62,140,3,1142
62,140,4,1146
62,140,3,1149
62,140,6,1155
62,140,4,1159
62,140,2,1161
62,140,4,1165
62,140,3,1168
62,140,3,1171
62,140,4,1175
62,140,4,1179
62,140,2,1181
62,140,3,1184
62,140,3,1187
62,140,4,1191
62,140,2,1193
62,140,5,1198
62,140,2,1200
62,140,5,1205
62,140,3,1208
62,140,3,1211
62,140,3,1214
62,140,4,1218
62,140,2,1220
62,140,4,1224
62,140,3,1227
62,140,3,1230
62,140,3,1233
62,140,4,1237
62,140,10,1247
62,140,2,1249
62,140,5,1254
62,140,5,1259
62,140,3,1262
62,140,4,1266
62,140,3,1269
62,140,3,1272
62,140,3,1275
62,140,3,1278
62,140,3,1281
62,140,4,1285
62,140,3,1288
62,140,4,1292
62,140,3,1295
62,140,3,1298
62,140,3,1301
62,140,4,1305
62,140,3,1308
62,140,3,1311
62,140,3,1314
62,140,4,1318
62,140,2,1320
62,140,5,1325
62,140,3,1328
62,140,4,1332
62,140,3,1335
62,140,5,1340
62,140,2,1342
62,140,6,1348
62,140,4,1352
62,140,6,1358
62,140,3,1361
62,140,4,1365
62,140,2,1367
62,140,4,1371
62,140,4,1375
62,140,4,1379
62,140,2,1381
62,140,4,1385
62,140,2,1387
62,140,4,1391
62,140,3,1394
62,140,3,1397
62,140,3,1400
62,140,4,1404
62,140,3,1407
62,140,3,1410
62,140,3,1413
62,140,3,1416
62,140,4,1420
62,140,3,1423
62,140,2,1425
62,140,4,1429
62,140,4,1433
62,140,4,1437
62,140,2,1439
62,140,4,1443
62,140,12,1455
62,140,7,1462
62,140,4,1466
62,140,3,1469
62,140,4,1473
62,140,2,1475
62,140,4,1479
62,140,4,1483
62,140,3,1486
62,140,3,1489
62,140,4,1493
62,140,3,1496
62,140,4,1500
62,140,3,1503
62,140,5,1508
62,140,2,1510
62,140,5,1515
62,140,2,1517
62,140,3,1520
62,140,4,1524
62,140,2,1526
62,140,3,1529
62,140,4,1533
62,140,3,1536
62,140,5,1541
62,140,3,1544
62,140,5,1549
62,140,4,1553
62,140,7,1560
62,140,2,1562
62,140,4,1566
62,140,3,1569
62,140,3,1572
62,140,3,1575
62,140,5,1580
62,140,2,1582
62,140,3,1585
62,140,3,1588
62,140,4,1592
62,140,3,1595
62,140,4,1599
62,140,3,1602
62,140,3,1605
62,140,3,1608
62,140,4,1612
62,140,3,1615
62,140,4,1619
62,140,2,1621
62,140,4,1625
62,140,3,1628
62,140,3,1631
62,140,6,1637
62,140,4,1641
62,140,3,1644
62,140,5,1649
62,140,2,1651
62,140,6,1657
62,140,3,1660
62,140,4,1664
62,140,3,1667
62,140,2,1669
62,140,3,1672
62,140,3,1675
62,140,2,1677
62,140,4,1681
62,140,3,1684
62,140,3,1687
62,140,4,1691
62,140,4,1695
62,140,2,1697
62,140,3,1700
62,140,4,1704
62,140,3,1707
62,140,3,1710
62,140,4,1714
62,140,4,1718
62,140,3,1721
62,140,4,1725
62,140,4,1729
62,140,3,1732
62,140,5,1737
62,140,3,1740
62,140,4,1744
62,140,3,1747
62,140,5,1752
62,140,5,1757
62,140,3,1760
62,140,4,1764
62,140,3,1767
62,140,4,1771
62,140,3,1774
62,140,4,1778
62,140,4,1782
62,140,3,1785
62,140,2,1787
62,140,4,1791
62,140,4,1795
62,140,3,1798
62,140,10,1808
62,140,3,1811
62,140,5,1816
62,140,7,1823
62,140,5,1828
62,140,11,1839
62,140,6,1845
62,140,9,1854
62,140,5,1859
62,140,7,1866
62,140,3,1869
62,140,8,1877
62,140,7,1884
62,140,4,1888
62,140,4,1892
62,140,6,1898
62,140,16,1914
62,140,8,1922
62,140,5,1927
62,140,6,1933
62,140,5,1938
62,140,6,1944
62,140,16,1960
62,140,6,1966
62,140,6,1972
62,140,10,1982
62,140,8,1990
62,140,10,2000
62,140,5,2005
62,140,7,2012
62,140,8,2020
62,140,10,2030
62,140,6,2036
62,140,9,2045
62,140,6,2051
62,140,8,2059
62,140,10,2069
62,140,2,2071
62,140,8,2079
62,140,6,2085
62,140,6,2091
62,140,4,2095
62,140,6,2101
62,140,8,2109
62,140,6,2115
62,140,7,2122
62,140,6,2128
62,140,3,2131
62,140,6,2137
62,140,6,2143
62,140,10,2153
62,140,8,2161
62,140,6,2167
62,140,3,2170
62,140,3,2173
62,140,4,2177
62,140,3,2180
62,140,3,2183
62,140,4,2187
62,140,3,2190
62,140,4,2194
62,140,4,2198
62,140,4,2202
62,140,5,2207
62,140,2,2209
62,140,4,2213
62,140,3,2216
62,140,4,2220
62,140,3,2223
62,140,4,2227
62,140,2,2229
62,140,4,2233
62,140,4,2237
62,140,3,2240
62,140,4,2244
62,140,5,2249
62,140,4,2253
62,140,4,2257
62,140,4,2261
62,140,3,2264
62,140,3,2267
62,140,4,2271
62,140,2,2273
62,140,4,2277
62,140,4,2281
62,140,2,2283
62,140,4,2287
62,140,3,2290
62,140,3,2293
62,140,4,2297
62,140,2,2299
62,140,4,2303
62,140,4,2307
62,140,3,2310
62,140,3,2313
62,140,4,2317
62,140,2,2319
62,140,4,2323
62,140,3,2326
62,140,3,2329
62,140,2,2331
62,140,4,2335
62,140,3,2338
62,140,4,2342
62,140,4,2346
62,140,3,2349
62,140,5,2354
62,140,6,2360
62,140,6,2366
62,140,3,2369
62,140,3,2372
62,140,4,2376
62,140,2,2378
62,140,4,2382
62,140,4,2386
62,140,3,2389
62,140,3,2392
62,140,4,2396
62,140,2,2398
62,140,5,2403
62,140,3,2406
62,140,3,2409
62,140,3,2412
62,140,4,2416
62,140,2,2418
62,140,8,2426
62,140,4,2430
62,141,2,2432
62,141,4,2436
62,141,5,2441
62,141,5,2446
62,141,13,2459
62,141,4,2463
62,141,5,2468
62,141,3,2471
62,141,5,2476
62,141,2,2478
62,141,4,2482
62,141,4,2486
62,141,3,2489
62,141,3,2492
62,141,4,2496
62,141,2,2498
62,141,3,2501
62,141,5,2506
62,141,3,2509
62,141,3,2512
62,141,4,2516
62,141,2,2518
62,141,4,2522
62,141,4,2526
62,141,3,2529
62,141,3,2532
62,141,4,2536
62,141,2,2538
62,141,3,2541
62,141,4,2545
62,141,4,2549
62,141,3,2552
62,141,6,2558
62,141,4,2562
62,141,3,2565
62,141,3,2568
62,141,3,2571
62,141,4,2575
62,141,4,2579
62,141,2,2581
62,141,4,2585
62,141,3,2588
62,141,2,2590
62,141,4,2594
62,141,2,2596
62,141,4,2600
62,141,4,2604
62,141,5,2609
62,141,2,2611
62,141,5,2616
62,141,2,2618
62,141,5,2623
62,141,3,2626
62,141,3,2629
62,141,3,2632
62,141,3,2635
62,141,3,2638
62,141,5,2643
62,141,2,2645
62,141,5,2650
62,141,5,2655
62,141,3,2658
62,141,5,2663
62,141,3,2666
62,141,3,2669
62,141,3,2672
62,141,4,2676
62,141,2,2678
62,141,4,2682
62,141,3,2685
62,141,3,2688
62,141,3,2691
62,141,3,2694
62,141,3,2697
62,141,5,2702
62,141,3,2705
62,141,4,2709
62,141,5,2714
62,141,3,2717
62,141,4,2721
62,141,3,2724
62,141,3,2727
62,141,5,2732
62,141,2,2734
62,141,3,2737
62,141,4,2741
62,141,4,2745
62,141,3,2748
62,141,4,2752
62,141,3,2755
62,141,4,2759
62,141,3,2762
62,141,3,2765
62,141,3,2768
62,141,4,2772
62,141,2,2774
62,141,4,2778
62,141,4,2782
62,141,4,2786
62,141,5,2791
62,141,3,2794
62,141,2,2796
62,141,4,2800
62,141,3,2803
62,141,5,2808
62,141,3,2811
62,141,3,2814
62,141,2,2816
62,141,7,2823
62,141,3,2826
62,141,3,2829
62,141,4,2833
62,141,3,2836
62,141,4,2840
62,141,5,2845
62,141,7,2852
62,141,4,2856
62,141,6,2862
62,141,4,2866
62,141,4,2870
62,141,3,2873
62,141,3,2876
62,141,4,2880
62,141,3,2883
62,141,3,2886
62,141,4,2890
62,141,2,2892
62,141,4,2896
62,141,3,2899
62,141,4,2903
62,141,3,2906
62,141,4,2910
62,141,2,2912
62,141,4,2916
62,141,4,2920
62,141,3,2923
62,141,3,2926
62,141,4,2930
62,141,3,2933
62,141,3,2936
62,141,3,2939
62,141,3,2942
62,141,4,2946
62,141,4,2950
62,141,2,2952
62,141,5,2957
62,141,3,2960
62,141,5,2965
62,141,4,2969
62,141,4,2973
62,141,3,2976
62,141,3,2979
62,141,3,2982
62,141,3,2985
62,141,5,2990
62,141,2,2992
62,141,4,2996
62,141,3,2999
62,141,4,3003
62,141,3,3006
62,141,3,3009
62,141,3,3012
62,141,3,3015
62,141,4,3019
62,141,3,3022
62,141,3,3025
62,141,4,3029
62,141,2,3031
62,141,4,3035
62,141,3,3038
62,141,3,3041
62,141,3,3044
62,141,5,3049
62,141,2,3051
62,141,4,3055
62,141,4,3059
62,141,5,3064
62,141,4,3068
62,141,3,3071
62,141,3,3074
62,141,4,3078
62,141,3,3081
62,141,3,3084
62,141,4,3088
62,141,2,3090
62,141,4,3094
62,141,3,3097
62,141,4,3101
62,141,3,3104
62,141,5,3109
62,141,2,3111
62,141,4,3115
62,141,3,3118
62,141,4,3122
62,141,2,3124
62,141,4,3128
62,141,2,3130
62,141,4,3134
62,141,4,3138
62,141,3,3141
62,141,3,3144
62,141,15,3159
62,141,5,3164
62,141,4,3168
62,141,3,3171
62,141,6,3177
62,141,4,3181
62,141,3,3184
62,141,4,3188
62,141,2,3190
62,141,3,3193
62,141,4,3197
62,141,4,3201
62,140,3,3204
62,140,5,3209
62,140,3,3212
62,140,3,3215
62,140,8,3223
62,140,2,3225
62,140,4,3229
62,140,5,3234
62,140,3,3237
62,140,3,3240
62,140,3,3243
62,140,4,3247
62,140,3,3250
62,140,4,3254
62,140,3,3257
62,140,6,3263
62,140,4,3267
62,140,2,3269
62,140,4,3273
62,140,3,3276
62,140,4,3280
62,140,2,3282
62,140,4,3286
62,140,2,3288
62,140,4,3292
62,140,4,3296
62,140,3,3299
62,140,3,3302
62,140,4,3306
62,140,3,3309
62,140,4,3313
62,140,4,3317
62,140,3,3320
62,140,4,3324
62,140,4,3328
62,140,3,3331
62,140,5,3336
62,140,2,3338
62,140,4,3342
62,140,3,3345
62,140,3,3348
62,140,4,3352
62,140,4,3356
62,140,2,3358
62,140,6,3364
62,140,3,3367
62,140,3,3370
62,140,5,3375
62,140,3,3378
62,140,3,3381
62,140,3,3384
62,140,3,3387
62,140,3,3390
62,140,5,3395
62,140,3,3398
62,140,3,3401
62,140,3,3404
62,140,3,3407
62,140,4,3411
62,140,4,3415
62,140,2,3417
62,140,4,3421
62,140,4,3425
62,140,3,3428
62,140,2,3430
62,140,4,3434
62,140,2,3436
62,140,4,3440
62,140,3,3443
62,140,3,3446
62,140,3,3449
62,140,4,3453
62,140,3,3456
62,140,5,3461
62,140,3,3464
62,140,13,3477
62,140,7,3484
62,140,3,3487
62,140,3,3490
62,140,4,3494
62,140,2,3496
62,140,4,3500
62,140,3,3503
62,140,4,3507
62,140,3,3510
62,140,4,3514
62,140,2,3516
62,140,3,3519
62,140,4,3523
62,140,3,3526
62,140,3,3529
62,140,4,3533
62,140,3,3536
62,140,4,3540
62,140,3,3543
62,140,3,3546
62,140,3,3549
62,140,5,3554
62,140,2,3556
62,140,3,3559
62,140,4,3563
62,140,3,3566
62,140,3,3569
62,140,4,3573
62,140,2,3575
62,140,4,3579
62,140,3,3582
62,140,4,3586
62,140,3,3589
62,140,4,3593
62,140,2,3595
62,140,4,3599
62,140,3,3602
62,140,3,3605
62,140,3,3608
62,140,9,3617
62,140,5,3622
62,140,3,3625
62,140,4,3629
62,140,3,3632
62,140,4,3636
62,140,2,3638
62,140,4,3642
62,140,2,3644
62,140,3,3647
62,140,3,3650
62,140,6,3656
62,140,4,3660
62,140,3,3663
62,140,4,3667
62,140,4,3671
62,140,5,3676
62,140,4,3680
62,140,3,3683
62,140,3,3686
62,140,4,3690
62,140,2,3692
62,140,4,3696
62,140,4,3700
62,140,3,3703
62,140,3,3706
62,140,4,3710
62,140,2,3712
62,140,4,3716
62,140,3,3719
62,140,3,3722
62,140,3,3725
62,140,5,3730
62,140,2,3732
62,140,3,3735
62,140,4,3739
62,140,3,3742
62,140,3,3745
62,140,4,3749
62,140,4,3753
62,140,3,3756
62,140,4,3760
62,140,4,3764
62,140,2,3766
62,140,4,3770
62,140,2,3772
62,140,4,3776
62,140,3,3779
62,140,4,3783
62,140,3,3786
62,140,4,3790
62,140,2,3792
62,140,4,3796
62,140,4,3800
62,140,3,3803
62,140,3,3806
62,140,4,3810
